"Club";"Barra";"Titulo";"Letra"
"huracan";"la banda de la quema";"el globo es pasion locura de mi corazon";"el globo es pasión locura de mi corazón. te sigo a donde vas y cada vez te quiero más. los técnicos se van los jugadores pasarán. la banda quedará y nunca te va a abandonar. vamos los quemeros que tenemos que ganar  vamo’ a matar un cuervooo… en la cancha de huracán…"
"huracan";"la banda de la quema";"el que no alienta al globito";"no tengo un mango y voy igual… de visitante y de local… fumando porro tomando vino… el que no alienta al globito  para qué carajo vinooooo???"
"huracan";"la banda de la quema";"es la banda de la quema que no para de alentar";"huracan ponga más huevo que tenemos que ganar....  es la banda de la quema que no para de alentar....  vos sos mi vida vos sos la pasión un sentimiento no  tiene razón... ya te entregamos nuestro corazón  solo te pido que salgas campeón"
"huracan";"la banda de la quema";"esta es tu hinchada la que tiene aguante";"huracán... huracán... esta es tu hinchada la que tiene aguante la que te sigue siempre a todas partes y la que nunca te va a abandonar... huracán... huracán..."
"huracan";"la banda de la quema";"estamos esperando a los de la gloriosa";"estamos esperando a los de la gloriosa que vengan a la quema a buscar sus cosas a todo bajo flores lo vamos a prender fuego che cuervo vigilante vas a correr de nuevo al cuervo le avisamos que lo vamos a matar vinieron a la quema con custodia policial tenemos los bombos también los estandartes che cuervo vigilante vos corres en todas partes!"
"huracan";"la banda de la quema";"ganar esta nueva copa es mi obsesion";"dale alegría alegría a mi corazón ganar esta nueva copa es mi obsesión llenamos todos los barcos con defensor che cuervo vos lo mirás por televisión nos vas a ver… ganándole otra copa a river plate y si señor… con los goles de wanchope vamo a japón…"
"huracan";"la banda de la quema";"globo te sigo siempre desde pendejo";"vamos quemeros… vamos quemeros yo a vos te sigo yo a vos te quiero vamos quemeros… vamos quemeros cuervo cobarde no tenes huevos… globo te sigo siempre desde pendejo vos sos la droga que no puedo dejar… la banda de la quema te alienta siempre y juegues a donde juegues vamos a estar… no somos como los putos de san lorenzo  que se fueron de boedo y no vuelven más… mira si serán boludos que compran metros y siguen yendo a la villa a hacer de local…"
"huracan";"la banda de la quema";"globo mi buen amigo";"globo mi buen amigo esta campaña volveremos a estar contigo te alentaremos de corazón esta es tu hinchada que te quiere ver campeón no me importa lo que digan lo que digan los demás  yo te sigo a todas partes cada vez te quiero más"
"huracan";"la banda de la quema";"hay que tomar la de olmedo la que toma maradona";"hay que tomar la de olmedo la que toma maradona vas a ver no somos vigilantes porque vamo a todas partes vas a ver no somos de boedo no nos vamo en patrullero hay que alentar a huracán en las buenas y en las malas que nos chupen bien la pija todas las demás hinchadas dale dale glooo dale dale glooo"
"huracan";"la banda de la quema";"hoy te vinimos a alentar";"dale dale dale gló hoy te vinimos a alentar para ser campeón  hoy hay que ganar"
"huracan";"la banda de la quema";"huracan ponga mas huevo";"huuuuuracan ponga más huevo  que tenemos que ganar....  es la banda de la quema que no para de alentar....  vos sos mi vida vos sos la pasión  un sentimiento no  tiene razón...ya te entregamos nuestro corazón  solo te pido que salgas campeón"
"huracan";"la banda de la quema";"la banda de la quema esta descontrolada";"dale glo y dale dale glo yo te sigo a todas partes voy con vos vamos vamos quemeros hay q poner mas huevos este año yo te quiero ver campeón dejaré mis cosas acá dejaré mi vida para ver a huracan no me importa donde jugués solo me importa volverte a ver una vez más de dia viviré preparando el partido de noche no me esperes me voy a tomar la banda de la quema esta descontrolada me voy pero te juro q mañana voy a estar"
"huracan";"la banda de la quema";"la banda de la quema no te falla";"la banda de la quema no te falla lo sigue siempre al globo a donde valla no para de alentar hoy tenes que ganar  vamos vamos huracán! vamos vamos huracán! porque en las malas  te sigo amando hasta la muerte yo estaré a tu lado  como lo explico? no entenderían  que para mi vos sos toda mi vida"
"huracan";"la banda de la quema";"la banda de la quema te alienta siempre";"vamos quemeros… vamos quemeros yo a vos te sigo yo a vos te quiero vamos quemeros… vamos quemeros cuervo cobarde no tenes huevos… globo te sigo siempre desde pendejo vos sos la droga que no puedo dejar… la banda de la quema te alienta siempre y juegues a donde juegues vamos a estar… no somos como los putos de san lorenzo  que se fueron de boedo y no vuelven más… mira si serán boludos que compran metros y siguen yendo a la villa a hacer de local…"
"huracan";"la banda de la quema";"la banda de la quema ya llego";"la banda de la quema ya llegó para alentar en la tribuna la fiesta va a comenzar... dale huracán cuervo la academia river plate... los quiero ver en un combate con el globo alguna vez pero sin correr cuervo vos que siempre chamuyas que te plantas ya todos saben que sin fierro vos cobras con huracán!!!"
"huracan";"la banda de la quema";"la que te alienta es la banda de la quema";"la que te alienta es la banda de la quema la que no corre con los tiros o las sirenas la que se queda hasta el finaaal... de visitante o de local... la que no quiere más custodia policial... ahhh... vamos los quemeros vamos a ganar... ahhh... quiero campeonato para festejar... ehhh... la que corre al rojo y a la acade' ehhh... la que corre velez y a river plate..."
"huracan";"la banda de la quema";"llega el domingo y te vengo a alentar";"llega el domingo y te vengo a alentar al globo cada día yo lo quiero más  te llevo en el alma te llevo en la piel juegues donde juegues yo te vengo a ver  huracán te vinimos a ver ponga huevo no podes perder te llevamos en el corazón  te queremos ver salir campeón  y dale dale dale dale gló  y dale dale dale dale gló donde vas donde vas voy con vos  y dale dale dale dale gló  y dale dale dale dale gló te queremos ver salir campeón"
"huracan";"la banda de la quema";"los corrimos alla en el puente alsina";"vamo' vamo' quemeros yo te sigo siempre de pendejo siempre voy a todos siempre voy descontrolado. hicieron una encuesta para ver si se aclara la cosa... los de velez y chaca... que no rompan más las pelotas. no somos como los putos de boedo... ohhh que chamullan y siempre salen corriendo ohh... los corrimos allá en el puente alsina son la hinchada más puta de la argentina. porque siempre estuvimos en las malas. yo soy quemero... no me importa nada... yo soy quemero... no me importa nada..."
"huracan";"la banda de la quema";"los del cuervo son todos putos";"san lorenzo se quiere matar las banderas no las va a ver mas en la quema vos la vas a ver las banderas de la butteler los del cuervo son todos putos los del cuervo son todos putos"
"huracan";"la banda de la quema";"los jugadores pasan la banda estara";"nosotros estamos siempre a donde vayas a jugar  los jugadores pasan la banda estará corrimos a san lorenzo de visitante y de local  la colección de trampos va a continuar… dale huracán ponga huevo los quemeros  que queremos dar la vuelta… siempre con vos no me importa donde juegues esta banda a vos te alienta… cuervo cagón no me olvido por cobarde a vos te echaron de tu barrio… quiero saber dónde estaba la gloriosa cuando hicieron el mercado…"
"huracan";"la banda de la quema";"me siguen persiguiendo no saben que te quiero";"me siguen persiguiendo no saben que te quiero cuando van a entenderlo que por vos muero y más te aliento si vas perdiendo… un sentimiento no traten de entenderlo! no se compara con otra hinchada yo soy quemero en las buenas y en las malas…"
"huracan";"la banda de la quema";"muchas gracias globo por todos estos anos";"muchas gracias globo por todos estos años  que pasamos juntos en el mismo barrio… al cuervo le digo que ya falta menos  y en la fecha 15 va a correr de nuevo  y dale dale dale glo… y dale dale dale glo daría mi vida entera por verte campeón. dale dale glo… dale dale glo… te sigo a todas partes siempre estoy con vos…"
"huracan";"la banda de la quema";"muchas veces fui presooo";"muchas veces fui presooo… y muchas veces lloré por vos  yo al globo lo quiero  lo llevo adentro del corazón…"
"huracan";"la banda de la quema";"no somos como los putos de boedo ohhh";"vamo’ vamo’ quemeros  yo te sigo siempre de pendejo  siempre voy a todos  siempre voy descontrolado. hicieron una encuesta  para ver si se aclara la cosa… los de velez y chaca… que no rompan más las pelotas. no somos como los putos de boedo… ohhh que chamullan y siempre salen corriendo ohh… los corrimos allá en el puente alsina  son la hinchada más puta de la argentina. porque siempre estuvimos en las malas. yo soy quemero… no me importa nada… yo soy quemero… no me importa nada…"
"huracan";"la banda de la quema";"no tengo un mango y voy igual";"no tengo un mango y voy igual… de visitante y de local… fumando porro tomando vino… el que no alienta al globito  para qué carajo vinooooo???"
"huracan";"la banda de la quema";"para ganar la copa libertadores";"esta es la banda loca de los quemeros la que lo sigue al globo donde juguemos la que le pide huevo a los jugadores para ganar la copa libertadores libertadores"
"huracan";"la banda de la quema";"pasarme la vida corriendo al ciclon";"vamos los quemeros yo te vengo a ver  tenemos los trapos… de la butteler. jugar en las copas y verte campeón  pasarme la vida corriendo al ciclón. cuando yo me muera yo quiero que mi cajón  sea de rojo y blanco como mi corazón… y si perdemos tampoco me hago problema  soy cada día más hincha… del globo y de la quema…"
"huracan";"la banda de la quema";"pongan huevos y vayan al frente";"soy así de huracán y nunca me tuve que mudar  san lore va a volver pero a sacar entrada en la b pongan huevos… y vayan al frente  que esta hinchada te alienta siempre  y en las malas da todo por vos y con orgullo dejamos el alma en cada tablón globo a tu lado siempre voy a alentar vos sos mi vida…"
"huracan";"la banda de la quema";"que voy a hacer que voy a hacer";"qué voy a hacer? qué voy a hacer? si te llevo en mi piel… qué voy a hacer? qué voy a hacer? esta locura no la van a entender… yo lo sigo al globooo de la cabeza  juegues donde juegues la banda te alienta. vamos los quemeros vos sos mi vida… estar a tu lado es una alegría…"
"huracan";"la banda de la quema";"que voy a hacer si te llevo en mi piel";"qué voy a hacer? qué voy a hacer? si te llevo en mi piel... qué voy a hacer? qué voy a hacer? esta locura no la van a entender... yo l o sigo al globooo de la cabeza juegues donde juegues la banda te alienta. vamos los quemeros vos sos mi vida... estar a tu lado es una alegría..."
"huracan";"la banda de la quema";"que alegria que alegria ole ole olaaaaa";"que alegría que alegría ole ole olaaaaa que alegría que alegría ole ole olaaaaa vamos globo todavía que estás para ganar nacimos en la quema y acá vamo’ a morir huracán donde vayas te vamos a seguir con la forma de un globo es nuestro corazón ninguno es vigilante ninguno es del ciclón."
